反馈时间,启用月,单号,用途,台机编号,机型号,产品型号,出厂日,出厂日乱,启用日,里程,汽车类别,维修时间,录入日期,部件结构码,故障部件,父结构码,父件说明,故障代码,故障件号,物料号,故障件,BOM物料号,厂家号,厂家名称,处理方式,故障类别代,故障现象代,现象,故障原因代,故障模式代,模式,初步分析,故障原因,故障摘要,责任单位,数量,责任值,excel_row,reason,f_days,s_days,fail_time,mileage_val
12,8.0,S0230012008,车机,430D0100243,430D,YC6108ZQ,804.0,,804.0,40228,货,1224,,,,2200,,31522001A600,2200,,喷油泵,,011001,,更换总成,,,烟大,,,烟度不合,烟大调泵无效,,,供应,1,0.0,2,Keep,384,244.0,140.0,40228
12,11.0,S1330012101,车机,430G0100245,430G,YC6108ZQ,1120.0,,1120.0,527,货,1201,,,,2200,,373220018200,2200,,喷油泵,,043006,,修复,,,起动困难,,,油量不均,喷油泵油量不均,,,一发,1,0.0,3,Keep,361,350.0,11.0,527
12,6.0,S1990012002,车机,430D0100249,430D,YC6108ZQ,626.0,,626.0,20000,货,1202,,,,2200,,30922001A400,2200,,喷油泵,,011001,,更换总成,,,游车,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,4,Keep,362,206.0,156.0,20000
12,9.0,S3320012004,车机,430D0100202,430D,YC6108ZQ,914.0,,914.0,13350,货,1215,,,,2200,,31222001A400,2200,,喷油泵,,011001,,更换总成,,,机无力,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,5,Keep,375,284.0,91.0,13350
12,11.0,S3340012007,车机,430F0100497,430F,YC6108ZQ,1115.0,,1115.0,5307,货,1226,,,,2200,,4092200182,2200,,喷油泵,,043006,,修复,,,游车,,,油量不均,喷油泵油量不均,,,一发,1,0.0,6,Keep,386,345.0,41.0,5307
12,11.0,S0710012004,车机,430G0100228,430G,YC6108ZQ,1121.0,,1121.0,6030,货,1218,,,,2200,,311220018200,2200,,喷油泵,,043006,,修复,,,工作不良,,,油量不均,喷油泵油量不均,,,供应,1,0.0,7,Keep,378,351.0,27.0,6030
101,6.0,S1990101002,车机,430D0100249,430D,YC6108ZQ,626.0,,626.0,24000,货,10102,,,,2200,,30922001A400,2200,,喷油泵,,011001,,更换总成,,,游车,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,8,Keep,397,206.0,191.0,24000
101,12.0,S4370101005,车机,430D0100507,430D,YC6108ZQ,1109.0,,1222.0,4200,货,10117,,,,2200,,373220010000,2200,,喷油泵,,043006,,更换总成,,,起动困难,,,故障不清,起动困难，现场找不出原因，更,,,供应,1,0.0,10,Keep,412,382.0,30.0,4200
101,7.0,S0210102001,车机,430C0100075,430C,YC6108ZQ,717.0,,717.0,38107,货,10129,,,,2200,,321220018200,2200,,喷油泵,,043006,,修复,,,耗机油,,,油量不均,喷油泵油量不均,,,不考,1,0.0,11,Keep,424,227.0,197.0,38107
101,10.0,S1580102001,车机,430F0100318,430F,YC6108ZQ,1018.0,,1018.0,23100,货,10120,,,,2200,,47322001B3,2200,,喷油泵,,043006,,修复,,,起动困难,,,油量过低,喷油泵油量过低,,,不考,1,0.0,12,Keep,415,318.0,97.0,23100
101,11.0,S0020101026,车机,430F0100553,430F,YC6108ZQ,1016.0,,1103.0,15500,货,10104,,,,2200,,31122001B300,2200,,喷油泵,,043006,,修复,,,工作不良,,,油量过低,喷油泵油量过低,,,不考,1,0.0,13,Keep,399,333.0,66.0,15500
101,8.0,S0020101036,车机,430F0100229,430F,YC6108ZQ,809.0,,825.0,45151,货,10109,,,,2200,,31222001A400,2200,,喷油泵,,043006,,修复,,,机无力,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,14,Keep,404,265.0,139.0,45151
101,11.0,S4380101002,车机,430D0100371,430D,YC6108ZQ,526.0,,1110.0,2500,货,10109,,,,2200,,4152200182,2200,,喷油泵,,043006,,修复,,,烟大,,,油量不均,喷油泵油量不均,,,一发,1,0.0,15,Keep,404,340.0,64.0,2500
101,3.0,S0020101060,车机,4300100116,430,YC6108ZQ,329.0,,329.0,1500,货,10115,,,,2200,,312220018200,2200,,喷油泵,,043006,,修复,,,机无力,,,油量不均,喷油泵油量不均,,,不考,1,0.0,16,Keep,410,119.0,291.0,1500
101,9.0,S2830101007,车机,4840100036,484,YC6108ZQ,920.0,,920.0,18274,,10107,,,,2200,,315220010600,2200,,喷油泵,,011001,,修复,,,烟大,,,调整不当,油泵供油提前角不对,,,,1,0.0,17,Keep,402,290.0,112.0,18274
101,9.0,S0020101039,车机,430C0100338,430C,YC6108ZQ,908.0,,908.0,21000,货,10102,,,,2200,,31222001B300,2200,,喷油泵,,043006,,修复,,,机无力,,,油量过低,喷油泵油量过低,,,不考,1,0.0,18,Keep,397,278.0,119.0,21000
101,11.0,S1490101015,车机,430F0100835,430F,YC6108ZQ,1106.0,,1106.0,20162,货,10128,,,,2200,,325220018200,2200,,喷油泵,,043006,,修复,,,错装,,,油量不均,喷油泵油量不均,,,不考,1,0.0,19,Keep,423,336.0,87.0,20162
101,101.0,S1970101022,车机,497C0100026,497C,YC6108ZQ,10108.0,,10108.0,1500,客,10117,,,,2200,,311220018200,2200,,喷油泵,,043006,,修复,,,工作不良,,,油量不均,喷油泵油量不均,,,供应,1,0.0,20,Keep,412,403.0,9.0,1500
101,10.0,S2830101014,车机,4840100033,484,YC6108ZQ,1010.0,,1010.0,20335,,10111,,,,2200,,373220015800,2200,,喷油泵,,011001,,更换总成,,,起动困难,,,失灵,喷油泵不喷油,,,供应,1,0.0,21,Keep,406,310.0,96.0,20335
101,9.0,S2830101008,车机,4840100039,484,YC6108ZQ,920.0,,920.0,17580,,10108,,,,2200,,31522001A600,2200,,喷油泵,,011001,,更换总成,,,烟大,,,烟度不合,烟大调整无效,,,供应,1,0.0,22,Keep,403,290.0,113.0,17580
101,12.0,S4740101021,车机,488A0100060,488A,YC6108ZQ,1116.0,,1215.0,4990,,10117,,,,2200,,311220011800,2200,,喷油泵,,043006,,更换总成,,,工作不良,,,松脱,行驶中喷油泵熄火装置松脱,,,供应,1,0.0,23,Keep,412,375.0,37.0,4990
101,8.0,S5120101015,车机,488A0100026,488A,YC6108ZQ,802.0,,802.0,41681,,10117,,,,2200,,31022001A100,2200,,喷油泵,,043006,,更换总成,,,飞车,,,飞车,喷油泵飞车,,,供应,1,0.0,24,Keep,412,242.0,170.0,41681
101,9.0,S2830101006,车机,488B0100004,488B,YC6108ZQ,925.0,,925.0,17685,,10105,,,,2200,,31522001A600,2200,,喷油泵,,011001,,更换总成,,,烟大,,,烟度不合,喷油泵烟度不合,,,供应,1,0.0,25,Keep,400,295.0,105.0,17685
101,6.0,S4860101007,车机,4970100038,497,YC6108ZQ,601.0,,601.0,34653,客,10109,,,,2200,,4152200182,2200,,喷油泵,,043006,,修复,,,烟大,,,油量不均,喷油泵油量不均,,,不考,1,0.0,26,Keep,404,181.0,223.0,34653
101,7.0,S0310101003,车机,430A0100058,430A,YC6108ZQ,709.0,,709.0,41600,货,10109,,,,2200,,37322001A400,2200,,喷油泵,,043006,,更换总成,,,起动困难,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,27,Keep,404,219.0,185.0,41600
102,11.0,S1390102090,车机,430F0100734,430F,YC6108ZQ,1120.0,,1120.0,26000,货,10221,,,,2200,,31222001B300,2200,,喷油泵,,043006,,修复,,,机无力,,,油量过低,喷油泵油量过低,,,不考,1,0.0,28,Keep,446,350.0,96.0,26000
102,4.0,S2250102007,车机,4300100443,430,YC6108ZQ,410.0,,410.0,170,货,10218,,,,2200,,31222001A400,2200,,喷油泵,,043006,,更换总成,,,机无力,,,拉不起马,喷油泵拉不起马力,,,一发,1,0.0,29,Keep,443,130.0,313.0,170
102,5.0,S1930102009,车机,4970100001,497,YC6108ZQ,529.0,,529.0,45600,客,10210,,,,2200,,209220018500,2200,,喷油泵,,043006,,更换总成,,,游车,,,损坏,喷油泵损坏，发动机怠速游车,,,供应,1,0.0,30,Keep,435,179.0,256.0,45600
102,9.0,S0020103022,车机,430F0100100,430F,YC6108ZQ,923.0,,923.0,10094,货,10224,,,,2200,,312220010600,2200,,喷油泵,,043006,,修复,,,机无力,,,调整不当,喷油泵调整不当,,,供应,1,0.0,31,Keep,449,293.0,156.0,10094
102,10.0,S5000102001,车机,484A0100014,484A,YC6108ZQ,1016.0,,1016.0,31000,客,10201,,,,2200,,311220012000,2200,,喷油泵,,011001,,更换总成,,,工作不良,,,卡死,油泵齿条卡死在熄火位置,,,供应,1,0.0,33,Keep,426,316.0,110.0,31000
102,9.0,S2830102001,车机,4840100024,484,YC6108ZQ,920.0,,920.0,31062,,10201,,,,2200,,373220015800,2200,,喷油泵,,011001,,更换总成,,,起动困难,,,失灵,油泵不喷油,,,供应,1,0.0,34,Keep,426,290.0,136.0,31062
102,12.0,S2030102005,车机,B3002000006,B3002,YC6108ZQ,1215.0,,1227.0,2660,客,10206,,,,2200,,311220016900,2200,,喷油泵,,011001,,修复,,,工作不良,,,发卡,油泵熄火装置发卡,,,供应,1,0.0,35,Keep,431,387.0,44.0,2660
102,11.0,S1750102006,车机,430D0100474,430D,YC6108ZQ,1119.0,,1119.0,17582,货,10214,,,,2200,,30922001A400,2200,,喷油泵,,043006,,更换总成,,,游车,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,36,Keep,439,349.0,90.0,17582
102,11.0,S3340102005,车机,430F0100497,430F,YC6108ZQ,1115.0,,1115.0,9930,货,10224,,,,2200,,309220018200,2200,,喷油泵,,043006,,修复,,,游车,,,油量不均,喷油泵油量不均,,,供应,1,0.0,37,Keep,449,345.0,104.0,9930
102,12.0,S0410102004,车机,472B9100008,472B,YC6108ZQ,1206.0,,1206.0,9800,货,10227,,,,2200,,336220010600,2200,,喷油泵,,011001,,更换总成,,,发抖,,,调整不当,中速发抖，喷油泵调整不当,,,供应,1,0.0,38,Keep,452,366.0,86.0,9800
102,6.0,S4860102005,车机,4970100080,497,YC6108ZQ,601.0,,601.0,51431,客,10208,,,,2200,,373220018200,2200,,喷油泵,,043006,,修复,,,起动困难,,,油量不均,喷油泵油量不均,,,不考,1,0.0,39,Keep,433,181.0,252.0,51431
102,11.0,S1390102057,车机,430F0100171,430F,YC6108ZQ,1110.0,,1110.0,28580,货,10214,,,,2200,,31222001B300,2200,,喷油泵,,043006,,修复,,,机无力,,,油量过低,喷油泵油量过低,,,供应,1,0.0,40,Keep,439,340.0,99.0,28580
102,12.0,S3010102019,车机,472B9100008,472B,YC6108ZQ,1206.0,,1206.0,16000,货,10228,,,,2200,,336220010600,2200,,喷油泵,,011001,,更换总成,,,发抖,,,调整不当,中速发抖调校无效,,,供应,1,0.0,41,Keep,453,366.0,87.0,16000
102,8.0,S4860102006,车机,4970100163,497,YC6108ZQ,808.0,,808.0,37869,客,10209,,,,2200,,31522001A400,2200,,喷油泵,,043006,,更换总成,,,烟大,,,拉不起马,喷油泵拉不起马力,,,不考,1,0.0,43,Keep,434,248.0,186.0,37869
102,2.0,S0540102006,车机,4709100084,470,YC6108ZQ,224.0,,224.0,50000,货,10206,,,,2200,,31222001A400,2200,,喷油泵,,011001,,更换总成,,,机无力,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,44,Keep,431,84.0,347.0,50000
102,12.0,S1710102006,车机,430F0100731,430F,YC6108ZQ,1214.0,,1214.0,9787,货,10216,,,,2200,,30822001A400,2200,,喷油泵,,043006,,更换总成,,,异响,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,45,Keep,441,374.0,67.0,9787
102,11.0,S3010102020,车机,472B9100010,472B,YC6108ZQ,1101.0,,1101.0,18000,货,10228,,,,2200,,336220010600,2200,,喷油泵,,011001,,更换总成,,,发抖,,,调整不当,中速发抖调整无效,,,供应,1,0.0,46,Keep,453,331.0,122.0,18000
103,102.0,S0280103064,车机,4709100012,470,YC6108ZQ,10216.0,,10216.0,4000,货,10326,,,,2200,,31222001A400,2200,,喷油泵,,011001,,更换总成,,,机无力,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,47,Keep,481,441.0,40.0,4000
103,102.0,S4370103015,车机,430D0100658,430D,YC6108ZQ,10206.0,,10206.0,8048,货,10323,,,,2200,,312220010600,2200,,喷油泵,,043006,,修复,,,机无力,,,调整不当,喷油泵调整不当,,,供应,1,0.0,49,Keep,478,431.0,47.0,8048
103,6.0,S4860103024,车机,4970100085,497,YC6108ZQ,601.0,,601.0,52340,客,10307,,,,2200,,311220010000,2200,,喷油泵,,043006,,修复,,,工作不良,,,故障不清,发动机功率过大，调低油量,,,不考,1,0.0,50,Keep,462,181.0,281.0,52340
103,9.0,S0280103067,车机,4700100170,470,YC6108ZQ,930.0,,930.0,30000,货,10328,,,,2200,,31122001A500,2200,,喷油泵,,011001,,更换总成,,,工作不良,,,游车,喷油泵游车,,,供应,1,0.0,51,Keep,483,300.0,183.0,30000
103,11.0,S4320103003,车机,4300100717,430,YC6108ZQ,1128.0,,1128.0,13820,货,10322,,,,2200,,312220018200,2200,,喷油泵,,043006,,修复,,,机无力,,,油量不均,喷油泵油量不均,,,供应,1,0.0,52,Keep,477,358.0,119.0,13820
103,6.0,S4860103023,车机,4970100034,497,YC6108ZQ,601.0,,601.0,52830,客,10307,,,,2200,,311220010000,2200,,喷油泵,,043006,,修复,,,工作不良,,,故障不清,发动机功率过大，调低油量,,,不考,1,0.0,53,Keep,462,181.0,281.0,52830
103,5.0,S4860103056,车机,4970100050,497,YC6108ZQ,501.0,,501.0,40785,客,10314,,,,2200,,315220010000,2200,,喷油泵,,043006,,更换总成,,,烟大,,,故障不清,发动机烟大，因是公交发班车，,,,供应,1,0.0,54,Keep,469,151.0,318.0,40785
103,103.0,S4860103086,车机,497D0100025,497D,YC6108ZQ,10301.0,,10301.0,321,客,10330,,,,2200,,315220018200,2200,,喷油泵,,043006,,修复,,,烟大,,,油量不均,喷油泵油量不均,,,供应,1,0.0,55,Keep,485,456.0,29.0,321
103,12.0,S4080104001,车机,430D0100479,430D,YC6108ZQ,1027.0,,1204.0,11230,货,10325,,,,2200,,312220010600,2200,,喷油泵,,043006,,修复,,,机无力,,,调整不当,油泵调整不当增压不起作用,,,服务,1,0.0,56,Keep,480,364.0,116.0,11230
103,10.0,S1990103016,车机,430D0100211,430D,YC6108ZQ,1010.0,,1010.0,31283,货,10315,,,,2200,,312220010600,2200,,喷油泵,,011001,,修复,,,机无力,,,调整不当,油泵调整不当机无力,,,供应,1,0.0,59,Keep,470,310.0,160.0,31283
103,9.0,S1390103084,车机,430F0100211,430F,YC6108ZQ,926.0,,926.0,46208,货,10320,,,,2200,,316220010600,2200,,喷油泵,,043006,,修复,,,油耗高,,,调整不当,喷油泵调整不当,,,供应,1,0.0,60,Keep,475,296.0,179.0,46208
103,11.0,S4380103001,车机,430D0100371,430D,YC6108ZQ,526.0,,1110.0,20000,货,10315,,,,2200,,312220018200,2200,,喷油泵,,043006,,修复,,,机无力,,,油量不均,油泵供油不匀,,,供应,1,0.0,63,Keep,470,340.0,130.0,20000
103,103.0,S2250103010,车机,4700100013,470,YC6108ZQ,10306.0,,10306.0,780,货,10320,,,,2200,,373220018200,2200,,喷油泵,,043006,,修复,,,起动困难,,,油量不均,油泵油量不均,,,供应,1,0.0,64,Keep,475,461.0,14.0,780
103,103.0,S1900103008,车机,430D100141,430D,YC6108ZQ,10313.0,,10313.0,1500,货,10316,,,,2200,,312220018200,2200,,喷油泵,,043006,,修复,,,机无力,,,油量不均,喷油泵油量不均,,,供应,1,0.0,65,Keep,471,468.0,3.0,1500
103,102.0,S0210103006,车机,430D100073,430D,YC6108ZQ,10228.0,,10228.0,3811,货,10326,,,,2200,,31222001B300,2200,,喷油泵,,043006,,修复,,,机无力,,,油量过低,喷油泵油量过低,,,供应,1,0.0,66,Keep,481,453.0,28.0,3811
103,102.0,S4380103002,车机,430D100146,430D,YC6108ZQ,10224.0,,10224.0,2000,货,10316,,,,2200,,375220010600,2200,,喷油泵,,043006,,修复,,,自动熄火,,,调整不当,油尖调整不当低速熄火,,,供应,1,0.0,67,Keep,471,449.0,22.0,2000
103,103.0,S2210103006,车机,430D100192,430D,YC6108ZQ,10309.0,,10309.0,2545,货,10322,,,,2200,,312220010600,2200,,喷油泵,,043006,,修复,,,机无力,,,调整不当,喷油泵调整不当,,,供应,1,0.0,68,Keep,477,464.0,13.0,2545
103,8.0,S1990103013,车机,4759100018,475,YC6108ZQ,809.0,,809.0,29800,货,10308,,,,2200,,31222001B300,2200,,喷油泵,,011001,,修复,,,机无力,,,油量过低,喷油泵油量过低,,,供应,1,0.0,69,Keep,463,249.0,214.0,29800
103,101.0,S1990103008,车机,B3100000019,B3100,YC6108ZQ,10116.0,,10116.0,4100,,10307,,,,2200,,310220011800,2200,,喷油泵,,043006,,更换总成,,,飞车,,,松脱,油泵内锁肖松脱,,,供应,1,0.0,71,Keep,462,411.0,51.0,4100
103,8.0,S4240103005,车机,430C0100374,430C,YC6108ZQ,819.0,,819.0,42642,货,10306,,,,2200,,31122001A400,2200,,喷油泵,,011001,,更换总成,,,工作不良,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,72,Keep,461,259.0,202.0,42642
103,102.0,S0020103063,车机,430G0100291,430G,YC6108ZQ,10214.0,,10214.0,10484,货,10322,,,,2200,,311220018200,2200,,喷油泵,,043006,,修复,,,工作不良,,,油量不均,油泵供油量不均,,,供应,1,0.0,74,Keep,477,439.0,38.0,10484
103,101.0,S0020103050,车机,430D0100441,430D,YC6108ZQ,10103.0,,10103.0,11747,货,10315,,,,2200,,312220018200,2200,,喷油泵,,043006,,修复,,,机无力,,,油量不均,油泵供油不匀,,,供应,1,0.0,75,Keep,470,398.0,72.0,11747
103,8.0,S1970103001,车机,430A0100198,430A,YC6108ZQ,808.0,,808.0,49100,货,10301,,,,2200,,31522001B400,2200,,喷油泵,,011001,,修复,,,烟大,,,油量过高,喷油泵油量过高,,,供应,1,0.0,76,Keep,456,248.0,208.0,49100
103,6.0,S1970103037,车机,4300101090,430,YC6108ZQ,628.0,,628.0,73000,货,10327,,,,2200,,311220010600,2200,,喷油泵,,043006,,更换总成,,,工作不良,,,调整不当,喷油泵调整不当,,,供应,1,0.0,77,Keep,482,208.0,274.0,73000
104,8.0,S0020104096,车机,430F0100297,430F,YC6108ZQ,816.0,,816.0,26000,货,10421,,,,2200,,31522001B400,2200,,喷油泵,,043006,,修复,,,烟大,,,油量过高,喷油泵油量过高,,,,1,0.0,78,Keep,506,256.0,250.0,26000
104,9.0,S0020104074,车机,430C0100297,430C,YC6108ZQ,902.0,,902.0,37120,货,10413,,,,2200,,31222001B300,2200,,喷油泵,,043006,,修复,,,机无力,,,油量过低,喷油泵油量过低,,,供应,1,0.0,79,Keep,498,272.0,226.0,37120
104,102.0,S5120104070,车机,488D100016,488D,YC6108ZQ,10228.0,,10228.0,11375,客,10427,,,,2200,,216220018200,2200,,喷油泵,,011001,,修复,,,油耗高,,,油量不均,喷油泵油量不均,,,供应,1,0.0,80,Keep,512,453.0,59.0,11375
104,6.0,S4860104020,车机,4970100079,497,YC6108ZQ,601.0,,601.0,43658,客,10414,,,,2200,,315220018200,2200,,喷油泵,,043006,,修复,,,烟大,,,油量不均,喷油泵油量不均,,,不考,1,0.0,81,Keep,499,181.0,318.0,43658
104,7.0,S0020104097,车机,430A0100235,430A,YC6108ZQ,720.0,,720.0,49000,货,10421,,,,2200,,312220015700,2200,,喷油泵,,043006,,修复,,,机无力,,,弹力不足,油泵调速器扭矩弹簧弹力不足,,,供应,1,0.0,82,Keep,506,230.0,276.0,49000
104,103.0,S0280104014,车机,470100038,470,YC6108ZQ,10317.0,,10317.0,2500,货,10408,,,,2200,,3092200106,2200,,喷油泵,,043006,,更换总成,,,游车,,,调整不当,喷油泵调整不当,,,供应,1,0.0,83,Keep,493,472.0,21.0,2500
104,103.0,S1970104008,车机,B3100000188,B3100,YC6108ZQ,1227.0,,10321.0,180,,10403,,,,2200,,311220018200,2200,,喷油泵,,043006,,修复,,,工作不良,,,油量不均,喷油泵油量不均,,,供应,1,0.0,84,Keep,488,476.0,12.0,180
104,103.0,S4360104034,车机,B3101100060,B3101,YC6108ZQ,10313.0,,10313.0,17986,货,10414,,,,2200,,315220010600,2200,,喷油泵,,043006,,修复,,,烟大,,,调整不当,喷油泵调整不当,,,供应,1,0.0,85,Keep,499,468.0,31.0,17986
104,102.0,S3010104008,车机,472B9100009,472B,YC6108ZQ,10201.0,,10201.0,2781,货,10420,,,,2200,,31122001A400,2200,,喷油泵,,011001,,更换总成,,,工作不良,,,拉不起马,喷油泵拉不起马力,,,超期,1,0.0,86,Keep,505,426.0,79.0,2781
104,103.0,S1230104005,车机,470100222,470,YC6108ZQ,10330.0,,10330.0,3000,货,10422,,,,2200,,309220010000,2200,,喷油泵,,043006,,更换总成,,,游车,,,故障不清,喷油泵中速时发动机发抖故障不,,,供应,1,0.0,87,Keep,507,485.0,22.0,3000
104,6.0,S4860104024,车机,4970100072,497,YC6108ZQ,601.0,,601.0,49873,客,10418,,,,2200,,37322001B300,2200,,喷油泵,,043006,,修复,,,起动困难,,,油量过低,喷油泵起动油量过低,,,不考,1,0.0,88,Keep,503,181.0,322.0,49873
104,103.0,S4360104076,车机,B3101100230,B3101,YC6108ZQ,10224.0,,10306.0,2396,货,10429,,,,2200,,41222001B3,2200,,喷油泵,,043006,,修复,,,机无力,,,油量过低,喷油泵油量过低,,,供应,1,0.0,89,Keep,514,461.0,53.0,2396
104,4.0,S0210104017,车机,B3101100581,B3101,YC6108ZQ,10405.0,,10405.0,1050,货,10419,,,,2200,,312220010600,2200,,喷油泵,,043006,,修复,,,机无力,,,调整不当,喷油泵调整不当,,,供应,1,0.0,91,Keep,504,490.0,14.0,1050
104,103.0,S4790104003,车机,B3101100047,B3101,YC6108ZQ,10301.0,,10301.0,10437,货,10409,,,,2200,,209220018200,2200,,喷油泵,,043006,,修复,,,游车,,,油量不均,喷油泵油量不均,,,供应,1,0.0,92,Keep,494,456.0,38.0,10437
104,4.0,S0850104015,车机,B3101100238,B3101,YC6108ZQ,10423.0,,10423.0,1560,货,10429,,,,2200,,31522001B400,2200,,喷油泵,,043006,,修复,,,烟大,,,油量过高,喷油泵油量过高,,,供应,1,0.0,93,Keep,514,508.0,6.0,1560
104,11.0,S1390104097,车机,430F0100776,430F,YC6108ZQ,1101.0,,1101.0,42040,货,10420,,,,2200,,309220010600,2200,,喷油泵,,043006,,修复,,,游车,,,调整不当,喷油泵调整不当，游车,,,不考,1,0.0,95,Keep,505,331.0,174.0,42040
104,101.0,S1390104069,车机,430F0100873,430F,YC6108ZQ,1103.0,,10115.0,22300,货,10413,,,,2200,,309220010600,2200,,喷油泵,,043006,,修复,,,游车,,,调整不当,喷油泵调整不当，齿条运行不稳,,,供应,1,0.0,96,Keep,498,410.0,88.0,22300
104,103.0,S1330104105,车机,B3101100038,B3101,YC6108ZQ,10308.0,,10308.0,12400,货,10406,,,,2200,,30922001A500,2200,,喷油泵,,043006,,更换总成,,,游车,,,游车,喷油泵中速游车,,,供应,1,0.0,97,Keep,491,463.0,28.0,12400
104,6.0,S0310104002,车机,4300100570,430,YC6108ZQ,615.0,,615.0,63266,货,10410,,,,2200,,275220010200,2200,,喷油泵,,043006,,更换总成,,,自动熄火,,,断裂,喷油泵调速器中速飞块限位杆断,,,,1,0.0,98,Keep,495,195.0,300.0,63266
104,12.0,S0210104013,车机,430D0100610,430D,YC6108ZQ,1212.0,,1212.0,15075,货,10412,,,,2200,,312220018200,2200,,喷油泵,,043006,,修复,,,机无力,,,油量不均,喷油泵油量不均,,,供应,1,0.0,99,Keep,497,372.0,125.0,15075
104,8.0,S1390104004,车机,430A0100302,430A,YC6108ZQ,526.0,,804.0,46568,货,10402,,,,2200,,308220018500,2200,,喷油泵,,011001,,更换总成,,,异响,,,损坏,喷油泵第一、五缸柱塞座顶损坏,,,供应,1,0.0,100,Keep,487,244.0,243.0,46568
104,10.0,S1390104040,车机,430F0100368,430F,YC6108ZQ,1015.0,,1015.0,35000,货,10409,,,,2200,,373220010600,2200,,喷油泵,,043006,,修复,,,起动困难,,,调整不当,喷油泵调整不当，齿条行程过小,,,不考,1,0.0,101,Keep,494,315.0,179.0,35000
104,12.0,S1390104077,车机,430F0100432,430F,YC6108ZQ,1205.0,,1205.0,30430,货,10416,,,,2200,,309220010600,2200,,喷油泵,,043006,,修复,,,游车,,,调整不当,喷油泵调整不当，齿条运行不稳,,,不考,1,0.0,102,Keep,501,365.0,136.0,30430
104,12.0,S1390104126,车机,430F0100718,430F,YC6108ZQ,1203.0,,1203.0,39460,货,10427,,,,2200,,309220010600,2200,,喷油泵,,043006,,修复,,,游车,,,调整不当,喷油泵调整不当，游车,,,不考,1,0.0,103,Keep,512,363.0,149.0,39460
104,10.0,S1390104124,车机,430F0100156,430F,YC6108ZQ,1020.0,,1020.0,40470,货,10426,,,,2200,,309220010600,2200,,喷油泵,,043006,,修复,,,游车,,,调整不当,喷油泵调整不当，游车,,,不考,1,0.0,104,Keep,511,320.0,191.0,40470
104,103.0,S1390104141,车机,4700100490,470,YC6108ZQ,1016.0,,10314.0,13000,货,10429,,,,2200,,309220010600,2200,,喷油泵,,043006,,修复,,,游车,,,调整不当,喷油泵调整不当游车,,,供应,1,0.0,105,Keep,514,469.0,45.0,13000
104,103.0,S1390104147,车机,B3100000063,B3100,YC6108ZQ,10301.0,,10301.0,15030,,10430,,,,2200,,336220010600,2200,,喷油泵,,043006,,修复,,,发抖,,,调整不当,喷油泵调整不当,,,供应,1,0.0,106,Keep,515,456.0,59.0,15030
104,12.0,S1390104133,车机,430F0100770,430F,YC6108ZQ,1223.0,,1223.0,32400,货,10428,,,,2200,,309220010600,2200,,喷油泵,,043006,,修复,,,游车,,,调整不当,喷油泵调整不当，游车,,,不考,1,0.0,107,Keep,513,383.0,130.0,32400
104,10.0,S3150104001,车机,430D0100389,430D,YC6108ZQ,1022.0,,1022.0,32000,货,10407,,,,2200,,311220010200,2200,,喷油泵,,043006,,更换总成,,,工作不良,,,断裂,油泵增压补偿器壳体断,,,供应,1,0.0,108,Keep,492,322.0,170.0,32000
104,103.0,S5130104010,车机,497C0100007,497C,YC6108ZQ,1207.0,,10327.0,13650,客,10422,,,,2200,,312220011700,2200,,喷油泵,,043006,,修复,,,机无力,,,松动,喷油泵第6缸柱塞套固定螺钉松?,,,供应,1,0.0,109,Keep,507,482.0,25.0,13650
104,103.0,S0210104008,车机,430D100501,430D,YC6108ZQ,10315.0,,10315.0,2147,货,10406,,,,2200,,31222001B300,2200,,喷油泵,,043006,,修复,,,机无力,,,油量过低,喷油泵油量过低,,,供应,1,0.0,110,Keep,491,470.0,21.0,2147
104,103.0,S0210104010,车机,430D100250,430D,YC6108ZQ,10322.0,,10322.0,3510,货,10409,,,,2200,,31222001B300,2200,,喷油泵,,043006,,修复,,,机无力,,,油量过低,喷油泵油量过低,,,供应,1,0.0,111,Keep,494,477.0,17.0,3510
104,103.0,S0210104020,车机,B3101100389,B3101,YC6108ZQ,10325.0,,10325.0,1990,货,10420,,,,2200,,312220010600,2200,,喷油泵,,043006,,修复,,,机无力,,,调整不当,油泵负校正过大供油不够,,,供应,1,0.0,112,Keep,505,480.0,25.0,1990
104,3.0,S3550104002,车机,4309101478,430,YC6108ZQ,321.0,,321.0,69500,货,10421,,,,2200,,311220018200,2200,,喷油泵,,011001,,更换总成,,,工作不良,,,油量不均,喷油泵油量不均,,,供应,1,0.0,113,Keep,506,111.0,395.0,69500
104,101.0,S2030104003,车机,B3002000024,B3002,YC6108ZQ,1215.0,,10101.0,21120,客,10411,,,,2200,,31122001A400,2200,,喷油泵,,011001,,修复,,,工作不良,,,拉不起马,喷油泵拉不起马力,,,供应,1,0.0,114,Keep,496,396.0,100.0,21120
